Player,year_born,Cluster 1,VORP 1,WS 1,Cluster 2,VORP 2,WS 2,Cluster 3,VORP 3,WS 3,Cluster 4,VORP 4,WS 4,Cluster 5,VORP 5,WS 5,Cluster 6,VORP 6,WS 6,Cluster 7,VORP 7,WS 7,Cluster 8,VORP 8,WS 8,Cluster 9,VORP 9,WS 9,Cluster 10,VORP 10,WS 10,Cluster 11,VORP 11,WS 11,Cluster 12,VORP 12,WS 12,Cluster 13,VORP 13,WS 13,Cluster 14,VORP 14,WS 14,Cluster 15,VORP 15,WS 15,Cluster 16,VORP 16,WS 16,Cluster 17,VORP 17,WS 17,Cluster 18,VORP 18,WS 18,Cluster 19,VORP 19,WS 19,Cluster 20,VORP 20,WS 20,Cluster 21,VORP 21,WS 21
Carldell Johnson,1983,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meyers Leonard,1992,4,-0.2,2.4,0,-0.1,0.6,5,0.5,2.8,5,0.2,2.2,5,-0.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Dinwiddie,1993,7,-0.2,0.1,7,-0.1,0.1,5,0.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erick Green,1991,7,-0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Evans,1980,0,0.1,3.0,0,0.0,1.7,4,0.9,3.8,4,-0.5,2.1,4,0.1,2.3,4,0.2,2.7,0,-0.3,1.9,0,-0.2,0.2,0,0.3,1.3,0,0.0,1.3,4,0.1,4.3,0,-0.4,1.5,0.0,-0.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,
Anfernee Hardaway,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.9,2.3,8,0.0,2.0,7,-0.3,0.2,,,,,,,7.0,-0.1,0.2,,,,,,,,,,,,,,,,,,
Lucious Harris,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.3,4.7,5,-0.4,2.5,5,-0.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarence Weatherspoon,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.3,5.5,0,0.3,2.6,3.0,-0.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,
Matt Barnes,1980,0,0.1,0.7,7,-0.1,0.4,0,-0.1,1.0,2,1.3,3.7,5,0.6,2.3,2,1.3,3.0,2,2.5,5.9,5,1.0,3.0,4,1.7,4.3,2,2.8,6.3,2,1.5,3.5,2,2.1,4.3,2.0,1.3,2.6,2.0,0.6,2.0,,,,,,,,,,,,,,,,,,,,,
Viktor Khryapa,1982,0,-0.2,0.3,4,0.4,1.3,3,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lou Williams,1986,7,-0.2,-0.1,7,-0.1,1.1,8,0.8,4.4,8,0.5,3.4,8,1.5,5.2,8,1.0,5.1,8,1.7,6.1,5,0.4,2.4,8,0.1,2.6,2,1.5,6.6,2,1.1,4.7,1,1.4,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Davis,1984,3,-0.1,0.2,3,-0.1,0.0,3,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Noel,1984,7,-0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Rodriguez,1986,7,-0.2,0.9,7,-0.5,-0.2,8,0.1,1.7,8,-0.3,1.2,,,,,,,,,,,,,,,,,,,8,-0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrus Thomas,1986,4,0.5,2.2,4,0.5,2.4,6,1.2,4.6,4,0.6,2.6,0,0.2,1.8,3,-0.9,-0.6,3,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Ahearn,1984,7,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasib Powell,1981,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Washington,1985,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Eyenga,1989,5,-0.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. McCollum,1991,7,-0.3,0.2,5,0.3,1.8,1,1.7,6.0,1,2.1,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Roberson,1991,0,0.2,0.8,5,0.7,2.1,5,1.3,3.4,2,1.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Gadzuric,1978,0,-0.2,1.2,4,1.2,3.7,4,0.9,5.2,4,0.2,2.5,0,-0.4,0.8,0,-0.5,0.1,0,0.3,1.8,0,0.0,0.5,0,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryon Russell,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.3,1.5,5,0.4,2.2,5,0.7,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
James White,1982,,,,,,,,,,,,,,,,,,,7,-0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Young,1985,5,-1.1,0.4,8,-1.3,1.2,5,-0.9,1.4,2,-0.5,2.8,2,-0.6,1.9,5,-0.2,2.3,2,0.0,2.5,5,-0.4,1.2,5,-0.7,0.1,2,0.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markel Brown,1992,7,-0.1,0.5,5,-0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Huertas,1983,7,-0.9,-0.1,7,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney McGruder,1991,5,0.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brent Barry,1971,,,,,,,,,,,,,,,,,,,,,,8,3.0,7.3,8,2.3,5.7,2,1.8,6.1,5,1.5,4.3,2,2.4,6.8,5.0,0.8,2.3,5.0,0.3,1.5,,,,,,,,,,,,,,,,,,,,,
Lonny Baxter,1979,0,-0.5,0.9,0,-0.4,1.5,,,,0,-0.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Maloney,1971,,,,,,,,,,,,,,,,,,,7,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine O'Neal,1978,,,,,,,,,,,,,,,,,,,6,3.3,10.5,6,2.7,9.0,6,0.5,3.8,6,1.8,4.9,6,1.5,4.7,4,0.0,0.9,4.0,0.5,2.6,4.0,1.0,5.6,0.0,-0.1,0.6,0.0,0.0,1.1,4.0,0.0,2.0,0.0,0.2,2.7,,,,,,,,,
Lamar Odom,1979,,,,,,,,,,8,1.0,2.2,6,4.0,8.4,6,2.1,4.7,6,4.4,9.2,4,2.0,4.7,6,4.3,9.7,6,2.9,6.9,6,3.3,7.7,6,3.8,10.1,5.0,-0.3,0.3,4.0,1.3,2.7,,,,,,,,,,,,,,,,,,,,,
Josh Howard,1980,4,1.3,3.5,4,2.8,6.4,4,2.0,6.7,1,3.0,8.8,1,1.9,8.0,2,0.5,3.2,5,-0.3,1.0,3,-0.4,-0.2,7,-0.4,0.5,7,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Awvee Storey,1977,,,,3,-0.1,0.1,,,,3,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwayne Jones,1983,0,-0.1,0.1,,,,0,0.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Morrow,1985,5,0.4,3.0,2,0.7,3.5,5,0.4,3.0,5,-0.4,1.7,7,-0.2,0.7,5,-0.1,2.4,2,1.2,5.7,5,-0.2,1.9,5,-0.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Budinger,1988,5,0.3,3.1,2,0.6,3.4,5,0.6,3.0,7,0.0,0.7,5,-0.1,0.9,5,-0.3,1.3,5,0.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Jackson,1990,7,-0.2,0.1,5,0.3,2.5,8,0.9,4.9,1,1.6,4.9,1,2.6,6.9,8,0.2,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donatas Motiejunas,1990,5,-0.1,0.7,5,-0.4,1.4,4,1.0,4.7,7,-0.3,0.3,7,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtney Alexander,1977,,,,,,,7,-1.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caron Butler,1980,1,2.7,5.1,8,-0.1,2.1,1,1.2,5.3,1,1.9,6.3,1,2.5,5.3,1,3.9,7.2,1,2.5,4.5,1,1.0,3.5,5,0.1,1.2,2,-0.1,2.3,2,0.2,3.6,5,0.0,1.8,5.0,0.2,2.4,7.0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,
Juan Dixon,1978,7,-0.4,0.1,8,-0.2,1.4,8,0.0,2.0,8,-0.5,1.2,8,0.0,1.7,7,-0.2,0.4,7,-0.8,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Hill,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,-0.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,
Rashard Lewis,1979,,,,,,,,,,,,,1,2.3,7.8,1,2.5,6.5,2,3.3,8.4,1,3.3,8.3,2,3.1,7.6,2,4.6,9.8,2,4.5,9.5,2,2.8,6.5,2.0,1.0,3.0,7.0,-0.2,0.3,5.0,-0.2,1.2,5.0,0.5,1.7,,,,,,,,,,,,,,,
Ron Mercer,1976,,,,,,,,,,,,,,,,8,-0.9,1.3,7,-0.5,0.4,7,-0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris Peterson,1977,,,,,,,2,0.7,3.2,2,1.5,4.9,2,1.9,5.1,2,2.4,5.9,2,0.5,2.9,5,0.9,3.8,5,-0.3,0.6,5,-0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Butler,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndudi Ebi,1984,3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Jerebko,1987,4,1.0,4.4,,,,4,0.2,3.3,5,0.3,2.0,5,0.0,1.4,5,0.9,3.5,5,0.0,2.4,5,0.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armon Johnson,1989,7,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Lee,1990,7,-0.1,0.1,7,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festus Ezeli,1989,0,0.2,1.5,,,,0,0.0,1.7,0,0.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Freeland,1987,3,-0.5,0.2,0,0.2,1.4,0,0.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexey Shved,1988,8,-0.1,0.8,7,-0.2,0.2,5,0.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Wroten,1993,7,-0.2,0.1,8,-1.2,-0.9,8,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shabazz Napier,1991,7,-0.2,0.5,7,-0.4,0.1,7,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elton Brand,1979,,,,,,,,,,6,4.1,7.6,6,4.8,9.7,6,4.8,10.6,6,6.5,14.8,6,5.5,11.5,,,,0,-0.2,0.9,6,0.5,3.5,6,3.1,9.4,4.0,2.2,6.1,4.0,0.9,3.4,4.0,0.9,3.6,0.0,0.1,0.7,3.0,-0.1,0.2,,,,,,,,,,,,
Dan Langhi,1977,,,,,,,7,-0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olumide Oyedeji,1981,,,,,,,0,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qyntel Woods,1981,7,-0.3,0.2,3,-0.6,-0.2,,,,5,0.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarvis Hayes,1981,8,-0.9,0.5,5,-0.5,1.7,7,-0.1,0.7,5,-0.6,1.5,5,0.4,2.9,5,-0.4,2.1,5,-0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Williams,1982,7,-0.6,0.2,8,0.4,2.2,8,0.6,2.5,1,1.2,3.2,8,1.4,4.5,1,3.1,9.8,2,2.2,6.7,8,-0.1,1.0,8,0.5,2.8,8,0.2,1.8,8,0.0,2.2,8,0.3,2.1,5.0,-0.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Varejao,1982,0,0.7,3.0,0,0.3,2.3,4,1.8,6.6,4,0.1,2.4,4,2.1,8.0,4,2.7,8.1,0,0.7,2.2,0,0.8,2.1,0,1.5,3.3,4,2.1,5.4,0,0.5,1.9,0,0.0,1.0,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
Ronny Turiaf,1983,0,0.0,0.4,4,0.6,3.1,4,1.1,4.2,4,1.6,3.6,0,0.5,1.4,0,1.2,3.2,0,0.2,0.8,0,0.3,1.1,0,0.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Arthur,1988,4,-0.4,1.7,3,-0.3,0.3,4,0.3,3.8,,,,5,-0.1,1.7,5,-0.2,0.7,5,0.2,0.9,5,0.6,2.3,5,0.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dion Waiters,1991,8,-0.5,0.9,8,0.0,1.6,8,-0.9,1.1,2,-0.1,2.1,8,0.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentavious Caldwell-Pope,1993,5,0.0,1.8,2,0.6,2.8,2,2.2,5.3,2,1.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tierre Brown,1979,,,,7,0.0,0.2,,,,7,-1.2,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donnell Harvey,1980,,,,,,,4,-0.2,2.0,0,-0.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevin Knight,1975,,,,,,,,,,,,,,,,7,-0.6,0.2,8,0.2,1.7,8,0.7,4.5,8,1.3,4.9,8,-0.1,1.8,8,-0.4,2.1,7,-0.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Moiso,1978,,,,,,,0,0.1,1.5,0,-0.2,0.8,0,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt Thomas,1972,,,,,,,,,,,,,,,,,,,,,,6,1.9,5.4,6,1.5,5.0,6,1.5,5.2,4,0.3,3.3,4,0.0,2.9,4.0,1.0,4.1,4.0,1.1,4.5,0.0,0.3,2.1,0.0,0.9,3.2,0.0,0.1,1.1,0.0,0.2,1.1,,,,,,,,,
Vincent Yarbrough,1981,8,-0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Humphries,1985,3,-0.7,-0.3,3,-0.4,0.2,0,-0.1,1.5,0,-0.3,1.8,0,-0.1,0.7,4,-0.8,1.9,4,1.0,5.4,6,1.0,5.3,4,-0.2,2.7,4,0.7,4.1,4,0.2,3.8,0,-0.2,1.6,0.0,-0.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,
Channing Frye,1983,4,0.2,3.5,4,-1.3,0.9,4,0.2,3.2,3,-0.4,0.8,2,3.2,6.4,2,2.0,4.7,2,1.7,3.7,,,,2,1.8,5.3,2,0.5,2.1,5,0.7,3.0,2,0.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Stuckey,1986,8,0.3,2.0,8,1.0,3.8,1,0.7,2.7,1,1.3,5.0,8,0.8,4.5,8,-0.3,2.5,8,-1.0,2.2,8,0.9,4.0,5,-0.2,2.0,7,-0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Chalmers,1986,8,1.8,5.2,8,0.7,2.7,8,0.8,2.9,8,1.5,4.3,8,1.6,5.2,8,1.7,4.8,8,0.6,2.8,8,1.2,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pero Antic,1982,5,0.1,1.4,5,-0.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Gibson,1987,7,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vince Carter,1977,,,,,,,,,,,,,8,1.7,4.2,1,3.4,6.0,1,5.2,9.4,1,4.7,9.3,1,4.8,10.5,1,3.8,7.7,1,3.4,7.5,2,2.2,7.4,2.0,1.2,3.8,5.0,1.0,2.9,2.0,2.6,6.0,2.0,1.6,4.3,5.0,0.2,1.0,5.0,0.2,1.8,2.0,1.4,4.0,,,,,,
Jeff Foster,1977,,,,,,,,,,0,0.3,1.6,4,2.5,8.3,4,1.0,5.4,4,1.6,5.7,4,1.3,4.5,4,2.1,6.5,4,1.7,4.2,0,0.0,0.4,0,1.0,3.0,0.0,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Haislip,1980,3,-0.6,0.0,0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Horry,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.3,4.8,4,1.7,4.6,4.0,1.9,4.6,5.0,1.5,3.6,5.0,1.4,2.9,7.0,0.4,1.1,,,,,,,,,,,,,,,
Zeljko Rebraca,1972,,,,0,-0.1,1.3,3,-0.1,0.5,0,0.1,2.4,0,-0.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Walker,1976,,,,,,,,,,,,,,,,,,,1,1.9,2.6,6,2.6,3.9,1,1.2,0.9,2,1.1,3.6,2,-0.5,-0.3,5,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Kaman,1982,4,-0.9,0.0,4,0.2,2.1,6,1.0,6.1,4,-0.3,2.9,6,1.2,3.6,0,-0.1,0.6,6,-0.8,2.4,0,-0.1,0.8,4,0.2,0.7,4,-0.6,1.6,0,-0.1,0.5,4,0.2,3.3,3.0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Jackie Butler,1985,,,,0,0.1,1.2,3,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.J. Barea,1984,7,-0.2,0.1,7,-0.1,0.5,8,0.1,2.2,8,-0.1,2.2,8,0.4,3.2,8,0.2,1.2,8,0.4,1.9,8,-0.6,0.7,8,0.2,2.7,8,0.3,2.8,5,0.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oleksiy Pecherov,1985,3,-0.4,0.0,3,-0.3,0.5,3,-0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Farouq Aminu,1990,5,-0.4,0.7,4,0.2,1.4,4,1.3,3.1,4,0.9,3.1,4,1.5,3.3,2,1.3,4.0,4,0.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbie Hummel,1989,5,0.0,1.1,5,-0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Ingles,1987,5,0.5,2.2,5,0.7,2.3,2,2.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Dejean-Jones,1992,7,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dejounte Murray,1996,7,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachi Richardson,1996,7,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.J. Brown,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.6,10.2,6,2.5,8.1,6,2.3,6.9,4.0,1.0,4.4,4.0,-0.4,2.3,3.0,0.1,0.5,,,,,,,,,,,,,,,,,,
Darius Miles,1981,,,,,,,4,-0.8,-1.3,4,0.9,3.6,4,0.4,1.3,8,-0.7,-1.0,,,,,,,0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Korver,1981,5,-0.1,1.0,2,2.9,6.6,2,1.1,4.6,2,0.9,4.6,2,0.9,4.2,2,1.0,3.7,5,0.6,2.6,2,0.8,5.1,5,1.7,5.3,2,2.7,6.4,2,2.5,5.9,2,3.3,7.5,2.0,1.1,4.1,2.0,0.8,3.7,,,,,,,,,,,,,,,,,,,,,
Gerald Henderson,1987,3,-0.2,0.4,5,-0.1,2.4,8,-0.3,1.0,8,0.2,3.3,2,0.2,3.6,8,0.3,3.6,5,-0.5,2.0,5,-0.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Jennings,1989,1,1.9,4.2,8,2.1,3.9,1,2.5,5.5,1,2.1,5.8,1,1.0,3.9,8,1.1,3.3,5,0.1,1.5,8,-0.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Turner,1988,8,-0.2,2.3,4,0.1,2.4,2,-0.1,2.1,8,-1.0,1.4,8,0.6,2.5,8,0.8,4.0,8,-0.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Hamilton,1990,,,,0,0.5,1.5,,,,5,0.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan McRae,1991,7,-0.1,0.4,7,-0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delonte West,1983,7,0.2,0.9,8,2.4,5.7,8,1.0,3.7,8,0.2,1.3,8,2.3,6.4,8,0.6,3.3,7,0.2,0.9,8,0.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Acker,1983,,,,,,,,,,7,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luther Head,1982,2,1.3,3.5,2,2.0,5.7,5,0.6,3.5,7,-0.1,0.6,5,-0.4,0.6,7,-0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mickael Gelabale,1983,5,-0.1,1.3,7,-0.2,0.2,,,,,,,,,,,,,5,0.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelden Williams,1983,4,-0.6,2.2,0,-0.6,1.2,0,-0.4,0.5,0,0.1,2.0,0,0.0,1.9,0,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermareo Davidson,1984,3,-0.4,-0.1,3,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Green,1986,4,-0.7,0.2,2,0.8,4.2,2,2.4,6.6,2,0.7,4.8,,,,2,0.7,4.7,2,0.0,3.3,2,0.8,5.2,2,0.2,3.1,5,-1.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Hawes,1988,0,-0.6,0.6,4,-0.1,0.8,4,0.8,2.1,4,0.3,2.4,0,1.1,2.9,6,1.1,4.5,6,1.6,4.5,5,0.0,1.2,5,0.4,1.9,0,0.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh McRoberts,1987,,,,0,0.1,0.4,0,0.4,1.5,4,2.0,4.9,0,0.3,1.4,4,0.4,2.2,2,2.9,6.5,0,0.1,0.4,7,0.1,0.8,7,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goran Dragic,1986,7,-0.2,0.1,8,0.9,2.8,8,0.2,1.0,8,1.8,5.1,1,2.2,5.7,1,4.0,10.3,1,2.1,6.8,8,1.6,4.7,1,2.9,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roko Ukic,1984,7,-0.8,-0.4,7,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omer Asik,1986,0,0.4,2.7,0,0.8,2.6,6,0.5,5.5,0,-0.1,2.4,4,0.6,5.0,0,-0.7,1.7,0,-0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmer Fredette,1989,5,-0.7,0.3,5,-0.4,1.1,5,0.0,0.8,7,-0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison Barnes,1992,2,-0.2,2.8,2,0.3,3.2,2,1.8,6.7,2,0.9,4.9,2,0.1,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
